Unnamed: 0,Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Heating,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1535,1536,909281030,20,RL,7801,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,TA,Fa,PConc,GasA,Fa,N,1091,0,0,1091,1,0,2,1,TA,5,Typ,1,Y,66,105,0,0,221,0,0,5,2008,WD ,Normal,104000
1536,1537,909281110,70,RL,9670,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,Stucco,TA,TA,PConc,GasA,TA,Y,983,890,0,1873,1,1,4,1,TA,9,Typ,2,Y,0,0,207,0,0,0,0,6,2008,WD ,Alloca,257076
1537,1538,909282030,50,RL,14100,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,TA,Gd,CBlock,GasA,Ex,Y,1968,1479,0,3447,3,1,4,1,Gd,11,Typ,2,Y,314,12,0,0,0,0,0,5,2008,WD ,Normal,381000
1538,1539,909425010,50,RL,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,GasA,Ex,Y,1137,817,0,1954,1,1,3,1,Gd,8,Typ,2,Y,0,119,150,0,0,0,0,5,2008,WD ,Normal,311500
1539,1540,909425085,50,RL,12392,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,Ex,Y,1218,943,0,2161,2,1,3,1,Gd,8,Typ,2,Y,0,96,0,0,0,0,0,4,2008,WD ,Normal,263400
1540,1541,909428170,20,RL,26073,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,TA,TA,PConc,GasA,Ex,Y,1898,0,0,1898,2,1,3,1,TA,7,Typ,2,Y,0,51,224,0,0,0,0,4,2008,WD ,Normal,236500
1541,1542,909428190,20,RL,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,GasA,Ex,Y,1640,0,0,1640,1,0,3,1,Gd,7,Typ,1,Y,108,0,0,216,0,0,0,11,2008,WD ,Normal,224000
1542,1543,909451020,160,RM,1879,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,516,516,0,1032,1,0,2,1,TA,5,Typ,1,Y,213,0,0,0,0,0,0,12,2008,WD ,Normal,116500
1543,1544,909451150,160,RM,1950,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,TA,Y,716,840,0,1556,2,1,3,1,TA,6,Typ,1,Y,161,0,0,0,0,0,0,7,2008,COD,Normal,151000
1544,1545,910200080,30,RM,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,GasA,TA,Y,919,0,0,919,1,0,2,1,TA,5,Typ,0,P,0,0,116,0,0,0,0,7,2008,WD ,Normal,126000
1545,1546,910201130,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Gd,Y,760,330,0,1090,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,7,2008,WD ,Normal,120000
1546,1547,910202050,30,RM,3636,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,GasA,Fa,N,796,0,0,796,1,0,2,1,TA,5,Typ,0,N,0,0,100,0,0,0,0,1,2008,WD ,Normal,55000
1547,1548,910202100,30,RM,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,GasA,Ex,Y,816,0,0,816,1,0,2,1,TA,5,Typ,0,Y,0,0,96,0,0,0,0,6,2008,WD ,Normal,120500
1548,1549,910203020,30,RM,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,778,0,0,778,1,0,2,1,TA,4,Typ,1,Y,0,25,0,0,0,0,0,2,2008,WD ,Normal,120500
1549,1550,910203090,50,RM,8155,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,780,420,0,1200,1,0,4,1,TA,7,Typ,0,Y,0,0,96,0,0,0,0,7,2008,WD ,Normal,119000
1550,1551,910205010,80,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,Fa,TA,CBlock,GasA,Ex,Y,1092,564,0,1656,1,1,3,1,TA,7,Mod,1,Y,0,180,0,0,100,0,0,7,2008,WD ,Normal,126000
1551,1552,910206110,30,RM,7392,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,TA,Y,912,0,0,912,1,0,2,1,TA,5,Typ,0,Y,0,90,0,0,0,0,0,5,2008,WD ,Normal,99500
1552,1553,910226040,50,RM,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,GasA,Gd,Y,1151,804,0,1955,2,0,4,1,TA,7,Typ,0,Y,0,0,0,0,0,0,0,1,2008,WD ,Normal,165500
1553,1554,910251050,20,A (agr),14584,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,Fa,Po,Slab,Wall,Po,N,733,0,0,733,1,0,2,1,Fa,4,Sal,0,N,0,0,0,0,0,0,0,2,2008,WD ,Abnorml,13100
1554,1555,911102090,70,C (all),5280,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,Stone,GasA,Ex,N,825,536,0,1361,1,0,2,1,TA,6,Typ,0,Y,0,123,0,0,0,0,0,7,2008,WD ,Normal,89000
1555,1556,911102170,70,C (all),8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,TA,Fa,BrkTil,GasA,TA,N,649,668,0,1317,1,0,3,1,TA,6,Typ,0,N,0,54,172,0,0,0,0,7,2008,WD ,Normal,40000
1556,1557,911102180,50,C (all),5150,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,GasA,TA,N,671,378,0,1049,1,0,2,1,TA,5,Typ,0,N,0,0,0,0,0,0,0,5,2008,WD ,Normal,80900
1557,1558,911226010,30,C (all),18000,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,Fa,TA,CBlock,GasA,TA,Y,894,0,0,894,1,0,2,1,TA,6,Typ,0,Y,0,20,0,0,0,0,560,8,2008,ConLD,Normal,81000
1558,1559,911226030,70,C (all),9000,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,Stone,GasA,Ex,Y,432,432,0,864,1,1,3,1,Fa,5,Min2,0,N,0,30,160,0,0,0,0,6,2008,WD ,Normal,65000
1559,1560,911370410,120,RM,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,GasA,Ex,Y,1652,0,0,1652,2,0,2,1,Gd,5,Typ,1,Y,162,53,0,153,0,0,0,11,2008,New,Partial,392500
1560,1561,911370490,120,RM,3843,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,GasA,Ex,Y,1648,0,0,1648,2,0,2,1,Ex,5,Typ,1,Y,162,53,0,153,0,0,0,8,2008,New,Partial,294464
1561,1562,911370520,120,RM,3811,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,1646,0,0,1646,2,0,2,1,Ex,5,Typ,1,Y,128,53,0,0,155,0,0,7,2008,WD ,Normal,250000
1562,1563,911370540,120,RM,3842,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,1646,0,0,1646,2,0,2,1,Gd,5,Typ,1,Y,128,53,0,0,155,0,0,1,2008,WD ,Normal,275000
1563,1564,914453045,20,RL,23730,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,2032,0,0,2032,3,0,3,1,Gd,7,Typ,0,Y,0,46,192,0,0,0,0,9,2008,WD ,Normal,300000
1564,1565,914465060,20,RL,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,1689,0,0,1689,2,0,3,1,Gd,7,Typ,2,Y,150,59,0,0,0,0,0,7,2008,WD ,Normal,271000
1565,1566,914467050,60,RL,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,910,910,0,1820,2,1,3,1,Gd,8,Typ,1,Y,318,32,0,0,0,0,0,9,2008,WD ,Normal,213000
1566,1567,914475020,80,RL,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,1118,0,0,1118,1,0,3,1,TA,6,Typ,1,Y,203,0,0,0,0,576,0,7,2008,WD ,Normal,171000
1567,1568,914476010,20,RL,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,1279,0,0,1279,2,0,3,1,TA,6,Typ,2,Y,238,83,0,0,0,0,0,2,2008,WD ,Normal,171500
1568,1569,914476080,90,RL,10260,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,936,936,0,1872,2,2,4,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,11,2008,WD ,Abnorml,100000
1569,1570,914476450,20,RL,9990,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Gd,Y,1689,0,0,1689,2,0,3,1,TA,6,Typ,1,Y,428,120,0,0,0,0,0,7,2008,WD ,Normal,228500
1570,1571,916125425,190,RL,164660,Grvl,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Ex,Y,1619,167,0,1786,2,0,3,1,TA,7,Typ,2,Y,670,0,0,0,0,0,700,8,2008,WD ,Normal,228950
1571,1572,916226030,120,RL,4084,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,Gd,TA,CBlock,GasA,Gd,Y,1501,0,0,1501,2,0,2,1,Gd,6,Typ,1,Y,240,0,0,0,0,0,0,7,2008,WD ,Normal,241500
1572,1573,916325080,20,RL,15498,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,Gd,TA,CBlock,GasA,TA,Y,2898,0,0,2898,2,0,2,1,Gd,10,Typ,1,Y,0,72,174,0,0,0,0,5,2008,COD,Abnorml,287000
1573,1574,916380060,20,RL,11563,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1537,0,0,1537,2,0,3,1,Gd,8,Typ,0,Y,0,26,0,0,0,0,0,4,2008,WD ,Normal,294000
1574,1575,916382120,20,RL,9520,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1646,0,0,1646,2,0,3,1,Gd,7,Typ,1,Y,192,44,0,0,0,0,0,4,2008,New,Partial,293077
1575,1576,916384100,60,RL,12852,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,920,860,0,1780,2,1,3,1,Gd,6,Typ,1,Y,0,192,0,0,0,0,0,1,2008,New,Partial,264966
1576,1577,916386040,80,RL,9802,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,Y,712,730,0,1442,2,1,3,1,TA,6,Typ,0,Y,100,0,0,0,0,0,0,4,2008,WD ,Normal,172500
1577,1578,916386080,80,RL,9735,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,Y,754,640,0,1394,2,1,3,1,Gd,7,Typ,0,Y,100,0,0,0,0,0,0,5,2008,WD ,Normal,167500
1578,1579,916386180,60,RL,12018,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,796,816,0,1612,2,1,3,1,Gd,6,Typ,0,Y,0,64,0,0,0,0,0,10,2008,New,Partial,218689
1579,1580,916402015,20,RL,12890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,1495,0,0,1495,2,0,3,1,TA,8,Typ,1,Y,252,0,192,0,0,0,0,7,2008,WD ,Normal,150000
1580,1581,916402115,20,RL,12416,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,TA,TA,CBlock,GasA,TA,Y,1651,0,0,1651,2,0,3,1,TA,7,Min2,1,Y,192,0,0,0,0,0,0,11,2008,WD ,Normal,184000
1581,1582,916402215,20,RL,18265,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,Gd,Gd,CBlock,GasA,Ex,Y,1256,0,0,1256,2,0,3,1,Gd,6,Typ,1,Y,282,0,0,0,0,0,0,3,2008,WD ,Normal,180000
1582,1583,916403230,80,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,GasA,Ex,Y,1509,0,0,1509,2,0,3,1,Gd,5,Typ,1,Y,224,0,0,0,0,0,0,8,2008,WD ,Abnorml,175000
1583,1584,916455120,20,RL,11202,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1440,0,0,1440,2,0,3,1,Gd,7,Typ,1,Y,185,95,0,0,0,0,0,6,2008,WD ,Normal,232500
1584,1585,916460060,20,RL,7915,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1675,0,0,1675,2,0,3,1,Gd,6,Typ,0,Y,165,52,0,0,0,0,0,12,2008,WD ,Normal,195000
1585,1586,916477020,60,RL,12244,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1482,780,0,2262,2,1,4,1,Gd,10,Typ,2,Y,168,0,0,0,0,0,0,8,2008,WD ,Normal,305000
1586,1587,921126030,20,RL,11449,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1728,0,0,1728,2,0,3,1,Gd,7,Typ,1,Y,0,276,0,0,0,0,0,1,2008,WD ,Normal,298751
1587,1588,921201060,20,RL,11447,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1964,0,0,1964,2,1,3,1,Gd,7,Typ,1,Y,0,265,0,0,0,0,0,6,2008,WD ,Normal,370000
1588,1589,923202005,90,RM,8940,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,Ex,Y,1344,0,0,1344,2,0,2,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,11,2008,WD ,Alloca,209200
1589,1590,923202015,90,RM,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,Ex,Y,1344,0,0,1344,2,0,2,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,11,2008,WD ,Alloca,206300
1590,1591,923202137,20,RL,9278,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1092,0,0,1092,1,0,2,1,TA,5,Typ,0,Y,0,52,0,0,0,0,0,2,2008,WD ,Abnorml,146000
1591,1592,923203140,120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1189,0,0,1189,2,0,2,1,TA,4,Typ,0,Y,0,122,0,0,0,0,0,4,2008,WD ,Normal,160500
1592,1593,923204040,85,RL,14137,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,1200,0,0,1200,1,0,3,1,TA,6,Typ,0,Y,0,119,0,0,171,0,0,11,2008,ConLD,Normal,173000
1593,1594,923225080,120,RM,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,GasA,Gd,Y,1040,0,0,1040,1,0,3,1,TA,6,Typ,0,Y,0,100,0,0,0,0,0,6,2008,WD ,Normal,124000
1594,1595,923225150,160,RM,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,GasA,TA,Y,616,688,0,1304,1,1,3,1,TA,4,Typ,1,Y,141,24,0,0,0,0,0,6,2008,WD ,Normal,115000
1595,1596,923225200,160,RM,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,GasA,TA,Y,925,550,0,1475,2,0,4,1,TA,6,Typ,1,Y,92,26,0,0,0,0,0,5,2008,WD ,Normal,129500
1596,1597,923225310,180,RM,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,GasA,Gd,Y,526,462,0,988,1,0,2,1,TA,5,Typ,0,Y,120,101,0,0,0,0,0,6,2008,WD ,Normal,105000
1597,1598,923225370,180,RM,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,TA,Y,526,462,0,988,1,0,1,1,TA,4,Typ,1,Y,0,101,0,120,0,0,0,7,2008,WD ,Normal,94900
1598,1599,923227030,20,RL,17979,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,GasA,Ex,Y,1160,0,0,1160,1,0,3,1,Gd,6,Typ,0,Y,81,0,0,0,0,0,500,2,2008,WD ,Normal,152500
1599,1600,923228080,160,RM,1477,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,GasA,Ex,Y,546,546,0,1092,2,1,3,1,TA,6,Typ,0,Y,187,0,0,0,0,0,0,3,2008,WD ,Normal,98000
1600,1601,923228420,180,RM,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,GasA,Gd,Y,630,0,0,630,1,0,1,1,TA,3,Typ,0,Y,88,0,0,0,0,0,0,6,2008,WD ,Normal,81000
1601,1602,923250210,20,RL,21750,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Ex,Y,988,0,0,988,1,0,2,1,TA,4,Typ,0,N,0,0,0,0,0,0,0,2,2008,WD ,Normal,113000
1602,1603,923252100,20,RL,6490,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,Ex,Y,816,0,0,816,1,0,2,1,TA,4,Typ,0,Y,315,0,0,0,0,0,0,4,2008,WD ,Normal,128500
1603,1604,923275090,20,RL,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,923,0,0,923,1,0,3,1,TA,5,Typ,0,Y,362,0,0,0,0,0,0,10,2008,WD ,Normal,119500
1604,1605,923277030,20,RL,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,GasA,Ex,Y,816,0,0,816,1,0,3,1,Gd,5,Typ,1,Y,0,0,0,0,0,0,0,10,2008,WD ,Normal,130500
1605,1606,923277040,20,RL,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,TA,Gd,PConc,GasA,Ex,Y,816,0,0,816,1,0,2,1,TA,4,Typ,0,Y,0,0,0,0,0,0,0,6,2008,WD ,Normal,138000
1606,1607,923277080,20,RL,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,Gd,Y,845,0,0,845,1,0,3,1,Gd,6,Typ,0,Y,0,0,0,0,0,0,0,7,2008,WD ,Normal,134500
1607,1608,923400040,50,RL,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,983,767,0,1750,2,0,4,1,TA,7,Mod,0,Y,245,0,156,0,0,0,1300,7,2008,WD ,Normal,160000
1608,1609,923426010,20,RL,12395,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,889,0,0,889,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,4,2008,WD ,Normal,137500
